4084,"I'm so in love with this place :) I tried the pepperoni pizza and I was AMAZED. i love that they have a fresh herb/vegetable garden in the front.  It's all about the FRESH ingredients these days.  I can't wait to go back and try different dishes. I'd like to try the cheese platters :) mouth watering as we speak.  going again to day so I'll keep adding to this review. STAY TUNED! BTW, the decor reminds me of the VIG but definitely more spacious dining area."
8480,Best sushi in town.
22,"first time my friend and I went there... it was delicious!  The food, garlic knots our favorite and of course the wine!  We will be going back ALOT!"
7510,"Panda Garden is a family run Chinese Food Restaurant that is always friendly, and most importantly, delicious. You can order dishes family style and there's plenty of delicious meals to try. My personal favorite is the Empress Chicken, sweeter then Orange Chicken, but the flavor just melts in your mouth. I just had the Kung Pao Two which is Chicken and Shrimp, and its even better the next day as leftovers thanks to the generous portions. They have a good selection of sake and beer as well. This is my favorite Chinese restaurant and hope everyone else checks it out."
2589,"Man oh Man!   Since leaving New York six and a half years ago I have been in search of good Chinese Food.  I had gotten to the point where I would have even settled for ""decent"".  A work colleague suggested that we dine here on the way to a corporate meeting.  While I realized that he was a native to the Phoenix Metro Area and had probably never even had the real thing, I trusted his palate and restaurant sense.  I was so pleased when we walked in and saw that the diners were predominately Asian.  I knew that  a great  Asian market was next door as well and these things were the first things that signaled to me that I was probably going to get good food.  I was thrilled to see familiar Dim Sum carts rolling through.  We were a party of 7 and shared around.  The food was fantastic!  Dim sum was fresh and succulent.  Our orders from the menu were equally delicious.  The veggies were fresh and brightly colored.  The tastes distinctive and delicious.  The Hot and Sour Soup was perfect filled with all kinds of Chinese mushrooms etc.  I was delighted and reminisced about the many fantastic dinners in Chinatown NY. This food was comparable.  I do not live close by, but I will be a regular there.  Chandler is clear on the other side of the World from me but I figure if Marco Polo could do it, so can I!  Phoenix Palace is the REAL Thing!!!  Friendly prompt service rounded out the experience.  Hooray for Phoenix Palace!"
4887,I stayed at the hotel and I tried Tuscany and it was really good.  Delicious Scallops and pasta.  Also the pizza was excellent.  The server was great and I would return to this restaurant when I visit the hotel again.
3665,"Pure Bliss - I haven't had a quality meal experience like this in a very very long time.  

The full 4 course dinner was stupendous and well worth every cent. 

You MUST try the Yin & Yang Martini!  It was  a very creative and well presented drink  that had me all smiles.  


I had the Smores & Chocolate desert and it was hands down my favorite (I've tried at least 5 others)."
9730,"My g/f love sushi! She made me a connosiuer of it. and I have to be critical. So many college kids ""love"" RA, but it's mediocre at best.

I'll just list a few things that irk me:
I went during a happy hour with co-workers. It was PACKED. Good thing, right? WRONG!
Extremely poor service. when I went in to meet coworkers who already had a table the hostess told me I have to wait. When I said I have a table, she got in my face. I was tired, long-day and I wanted to chill. I walked past her, found my friends, and she left me alone.
The waitress took quite a bit of time to get around to my table, and the sushi servings were OBVIOUSLY LOW!
I went to Zen 32, and now my choice is SakeBomber. their happy hour servings are much more than RA, and their prices are BETTER!

Be ready for loud noises, as every one is trying to talk louder than the music, and the person next to them.

Just an overall poor experience. and I tip on service. 

Food quality was so-so. Just don't go during a happy hour, which is the only time it's worth it because it's priced so high."
5539,Good works
4172,Horrible service. Twice now I've gone there and they keep messing up my drink. I work for Starbucks!! It's not hard to get a drink right! Believe me. Horrible service. The people that work there All have bad attitude. One lady doesn't even look at you when your ordering your drink. I think that someone needs to go In there and fix it and make it a welcoming Starbucks that it's known for. Ya a few of the employees that work there are absolutely wonderful but when you get that one that is just rude it just makes you not want to go there anymore. I stopped going. They still get my drink wrong when my mom goes to get coffee. Horrible.
2287,"As close to a real, east coast deli as you'll find west of the Appalachians. Delicious sandwiches, egg creams, etc. Pricy, but kids apparently eat free in summer, so we kept it at 5 stars."
9527,Experience with Hostess was rude. Service with a frown. Our waiter had attitude too. It was a birthday dinner and we were in great spirits..so this review is written with clarity. The margaritas were strong-check ok there. The shrimp appetizer was different and very good and $18 for four shrimp. We ordered two mahi mahi dinners (each $24)and they were RANCID. Yup. I said RANCID. We asked if the shrimp fajitas dinner had the same jumbo and they said they would have to charge extra (each entree was priced at $30) we had to pay extra for the beans and rice that they had left on the table-which was cold by the time the shrimp dinner--which came with 5 shrimp and onions.  Poor service with an attitude. Mediocre food to say the least...all over-priced. Never going back.
9951,"This is a great Mexican food restaurant. I eat here for lunch once a week and have never had a bad meal. The ""Asada y Enchilada"" is my favorite dish. If you are an avocado lover like me,  this is the place to go. I always order extra avocado because they have the best and ripest avocados I have had anywhere."
2486,"F724 

She didn't even look at me, didn't bother asking why I was entering her place of business, didn't reply when I spoke and in no way acknowledged that I was even in her presence. Just handed me a ticket and was done with me. If this happened anywhere else, I would make an effort to never return, tell all my friends how horrible this experience was, and write a scathing review about the deplorable customer service of this business. Sadly, this was my Saturday morning at the DMV, a place I think is modeled after the agonizing depths of Hell. With the same musac score playing...and the same voracious stench in the air..and the same spastic children running around (only in my version of Hell, it's politicians campaigning around me). 

So, I was already running late because I had to complete my emissions test early. Those nice people there not only told me there were only three DMVs open on Saturdays, they gave me a map. How precious. I was fortunate enough to be near one of the only DMVs open on Saturday (Seriously? Three DMVs open on Saturday for the entire Valley?) After receiving such a magnificent welcome, I knew this was quickly going to be among the most painful experiences of my life. To simplify what was so bad, let me make a list of what I feel constitutes acceptable behavior in public: 

1) Bathe. The combination of water and soap, along with massaging the skin, creates an outcome that is most pleasing. Be sure to scrub behind your ears and reference this website about another notorious spot : http://www.craigslist.org/about/best/htf/755891987.html 

2) Sit still. Yes, I know we're all waiting here for about an hour. But tapping your foot, rocking back and forth in your chair or bouncing your leg aren't going to make time go any faster. Trust me, I was watching the clock. If you feel anxious, get up and walk around. 

3) Leash your children. If they cannot sit quietly, leave them in the car. It's winter, they'll be fine. It's not cute when your little monster is running up and down the aisles with his honey bun squeezing out between his fingers. It's even more not cute when he fake-falls five times in a row right in front of me. 

4) Maintain quiet tones and ensure appropriate conversations when taking/making calls. To the lady behind me, I'm sorry you're not that experienced in stripping. The first thought that popped into my mind was you had a failed audition for Le Girl. Thanks to your continued conversation, I was able to figure out you were a woodworker. 

5) Acknowledge the humans around you. Yeah, I get it. I'm not that big. In fact, if I turn sideways I disappear. But, I'm still right in front of you so pay attention, quit bumping in to me and hitting my leg. Unless that was flirting, in which case you really need to find someone more your level. 

Oh, the DMV: You have a brilliant recipe for dashing dreams and gutting humanity. And you manage to do it in a painfully lit room that reeks of a combination of my brother's old gym shoes and my dad's dirty underwear. There has to be an award for that, but I don't have the motivation to research it. 

Oh, and F724 was my number upon entering. I spent and hour and 15 minutes looking at that slip of paper. Just so you know, that one star is for the website (which should probably get 3-4 stars but anchors like this oft sink the ship). 
 
Le sigh... 

Open T-Sa 8:00am - 5:00pm; information only after 4:30pm"
3306,"There are so many good things for me to say about this place that I have no idea where to begin.

The ambiance is so amazing no matter what time of day you go. The small, intimate bar area (with quite a few pretty men!) is lovely on a sunny day out, while the tables inside are the perfect place for a romantic date. The menu is so great, carrying lots of new age food items (quinoa, black forbidden rice bowl, kale,and lots of dishes carrying local food items). It does make me very sad that they do not have a lot of vegetarian/vegan menu items. One time I tried to order the wood-fired vegetables and the waiter *swore* it was vegan. As soon as I tasted it I knew it had butter on it, and the waiter subsequently learned he had no idea what ""vegan"" meant. We ended up having to call a manager over.

The cocktail menu is so interesting it's hard to decide what to get. My favorite is the Dark and Stormy, which has ginger beer. *the BEST* cocktail around IMO. Do not pass up dessert. The bananas foster is amazing! Not traditional but good in and of its own."
4856,"Culver's is a must if you have not had the chance to try them out. I believe they have several stores now here in the valley. The Root Beer is a must as well as the Butter Burgers, Cheese curds, Frys, Frozen custurd....lol ...the list goes on... I have not found anything as of yet that I did not enjoy."
512,"Phenom. 
The food is always fresh and well seasoned. A good selection of Tequila. 
Every meal that I've had has been just fantastic. The carnitas and the fish taco's are very well prepared. It's fresh, the beans are fresh as is the rice. 
It averages about $10 a plate but worth it. This is how really good Mexican should be. 
The salsa bar is excellent: you have about 5 different types of salsa from which to choose. All freshly made. 
I can't say enough about the flavoring of the meats and fish. 
Decor is a somewhat minimalist/modern, probably to attract a happy hour crowd. They have TV's for your viewing pleasure. 
Service is friendly and quick. 
I've only been to the Chandler location but will start going to the one in Scottsdale. 
Good food. You won't be disappointed."
3739,"Great, fun atomosphere! Service was great! My wife and I had a wonderful date night here.  The fillet was nicely cooked and the sides were just as good.  Average prices but great value! Highly recommend this place for date night!"
4210,"This neighborhood sushi bar is one of the best in AZ! Fresh fish, good portions, and great service. A place where not every single roll is filled with imitation crab and drenched in sauce! Majority of their sushi menu is pretty traditional...but the sushi chefs takes special requests if you give them an idea of what you like. I especially like the Cucumber Fiesta, which is a salmon/yellowtail/tuna roll wrapped in cucumber instead rice.

The staff is also very attentive. They check on your need often and clear out empty plates promptly. The thing that stood out most was the number of customers who are regulars. As I wait for a table, I always see people greeted by name and received with hugs. There must be a reason why people constantly come back, right? Check this place out and judge for yourself!"
5817,"Well what can I say about this place?  The restaurant is located in an upscale commercial complex with boutiques and an AJ's in the middle of Arrowhead Ranch.  Definitely doesn't have the boring suburban feel which you get along Bell Road only a mile away.  The inside has exposed brick on the walls with sleek looking seating.  Each food item comes out looking like a self made creation from the chef.  I have to say the Marguerite pizza is one of my favorites.  Having a crispy crust and savory flavors that make my mouth want to eat more, more, and more.  But I don't need to eat more because I fill my mouth with a good wine.  I had  a Dutton Estate Chardonnay(I think) which was half off on this day which kept me happy.  This place did not fail me.
So will I be back?  Umm that's a yes!"
421,"I am a huge Suns fan but my review is about the fundraising options that the Suns have to offer as well as their back-office staff.

First and foremost, talk about a professional, classy organization. Whether you have fundraising experience or are a total novice, the staff treats you like you are the only group they are working with. My contact is Kyle Pottinger and he is always a gentleman. No matter what questions I have, he always answers them promptly and never makes me feel like I'm bothering him. 

The fundraising process is easy and the tickets practically sell themselves because who doesn't want the chance to purchase discounted tickets? 

The process is easy and the rewards can be lucrative depending on the target audience you are working with. The Suns will treat you professionally and courteously. You won't be disappointed."
2636,Great great food.  Best meal I had all week in Scottsdale.
285,"My favorite Starbucks in Mesa. It's not even the closest one to my home, but worth the experience. GREAT staff."
1738,"Excellent service!!!! I had to find a spa different from lavenders after they got rid of yet another excellent staff member, so I tried this place! I was SO HAPPY!! clean, pleasant, warm, comforting. The manager is actually on site and aware of the things going on in their spa! The staff is friendly and efficient! 
Lavenders day spa can learn from this place. Send the owner from lavenders to sanity and TAKE NOTES. 
I HIGHLY recommend it here!!!!!! Go and enjoy!!!"
1447,"Awesome, awesome, awesome....everything was fantastic. The innovative drink menu, the pizza was out of this world and the bartender was very personable. A++ I would definitely recommend this place to everyone. Ban't wait to return!"
3155,"Falafel is outstanding here, dark exterior with green interior, and a nice spicy peppery taste that is satisfying.  Cooked just right too for texture.  Fries are a nice side.  Prices reasonable here, plenty of parking, and a few atypical sodas available in the fridge.  Note that there's just a few seats inside, since this is also a grocery place.  To-go will probably be my main strategy for this great Falafel destination."
3358,"I been to many stadiums and this is one of my favorites. I attended a game against the Atlanta Braves and it was a great experience.

Food prices are typical for any MLB stadium but get the combo meals and it seems cheaper. The bigger the beer the cheaper it seems. There really isn't a bad seat inside the entire place. Get there early enough and you can go down tot he bleachers during batting practice to catch a homerun hit. The staff is very friendly and talkative.

If I lived in Arizona I would get season tickets. The merchandise pricing is pretty cheap too compared to most stadiums. $23 for a hat compared to $41 at Dodgers Stadium."
8963,"Been here twice now and wish I could say more. The food is delicious, the set up is really relaxing and service is great. A great place to take an out of town guest. Happy hour menu has these amazing tofu tacos that I highly recommend. My boyfriend had the Pork tacos which he said were also delish. Definitely check this place out!!"
690,"I was so happy to see another station in the neighborhood.  I went in to fill up as I usually do at any station unaware that I was paying TEN CENTS MORE PER GALLON (than Circle K)  because I wasn't paying cash or using a Shell credit card.  Yes, there are signs on the pump but, really, who would think to look for such a requirement?  I've been buying gas for over 40'years and have never seen such a non-cash penalty.  I, and my children, their spouses and our friends will not be getting gas there ever again.  How disappointing and dishonest."
3009,"I love the Ranch Market!  The atmosphere is great, the produce prices are very reasonable, and the civiche is excellent! I never go down the center isles, as they appear to be filled with typical grocery store packaged foods  What makes Ranch Market special are the fantastic offerings all around the center isles.  

Here is my advice:  First, make your way to the fresca bar to get a fresh fruit drink, it's just past the bakery at the front door.  After you pick up your favorite fruit drink head over to the grill for some carne asada street tacos, but only order two because you'll want to save room for the seafood bar where you will find a deliciouso shrimp ceviche at a very reasonably price.  I usually order a half pound of the regular shrimp civiche and a half pound of the civiche ensalda; eat a little at the bar on a tostada and take the rest home for lunch the next day.  Yummy!  After you have filled your belly with the tasty carne asada and civiche, stop by the tortilla factory to get some fresh tortillas to go and don't forget to hit up the bakery for hot cream filled churro for desert."
5214,"I absolutely LOVE this place. Their pizza is in my top 3 as far as the selection in Arizona, and the ONLY downside is that the Tempe location (to my knowledge) still doesn't have any of the pasta dishes that some of the other locations have. The crust is always perfect, the sauce is sweet but with just the right amount of spice to it, and the cheese and toppings are flawless. On top of having some of the best pizza in town, their customer service is top-notch. If you haven't tried Spinato's yet, put it on your to-do list!"
2349,"Dr. Ford is great.  She came highly recommended and I can see why.  Very focused and caring assessment of my Dog.  Bring your animals here, they will be taken care of properly."
5772,"Polite friendly staff. Great, always clean place.  The gym is great and never too crowded."
9298,"My husband and I LOVE LOVE LOVE this place. Every time we drive by he wants to go in and eat. Even if we are driving home from a dinner we just had!! 

1. The people that work there are AMAZING. They are so nice and hospitable, always glad to see you and let you decide the type of dining experience you want. (romantic date, take out, quick bar eats, etc.) 

2. This is the freshest place for seafood I have found in Phoenix. I don't know how they find half of the stuff the serve, but they do, and it is just off the boat. (I lived in Boston for 3 years and they get stuff I crave, like Kumomato Oysters, all types of fish and meat from East Coast farms) 

3. Pricing is right on...since they are serving stuff that is difficult to procure, I am always amazed at the value they present. 


Keep Rocking Yasu!!!"
7766,"I'm one of those people that loves frozen yogurt.  Anything that taste this great and is this guilt-free will get me every time.  The Golden Spoon has a variety of flavors of fro-yo, and each delicious flavor is only 88 calories per 4 ounces.  This is good news, my friends.

On top of that, the price is very reasonable.  I got the mini (which is 4 ounces) and it rang up to $2.14.  When I compare it to Desert Swirl (your other choice of fro-yo on the Westside), this is extraordinarily more affordable.

The service was not overly friendly, but just fine.  The ice cream chick was happy to give us some samples.

I highly recommend the Heath flavored fro-yo.  Delicious."
98,"I LOVE Chic Nails!

I used to go to Tip & Toes on 48th street and Ray Road, until one day they were ""too busy"" to take my friend and I in for pedicured. We discovered Chic Nails and have been doing all of our manicures and pedicures there since. 

The staff is extremely friendly and they give the best pedicures for a very reasonable price. I highly recommend this nail salon over any other!

P.S. It is extremely close to CK's Bar & Grill to go for happy hour after! :)"
6991,"My first and only experience there was excellent. The service was exemplary - the server knew the menu, was enthusiastic about it, and assisted us in choosing our items without being pushy. The food was exceptionally prepared and tasted excellent. The tzatziki was the best I've had. Nice and thick, with cucumber and spiced well with herbs and garlic. The spanikopita was also exceptionally with fresh clean tasting spinach and delicately textured phyllo dough. The pan fried calamari reminded me of Europe, fresh tasting, delicately fried in olive oil and not in the least bit chewy. The pita bread was warm and fresh and for dessert, the baklava had a complex flavor and tasted home made. 

The environment was tasteful, old world European and exceptionally clean and organized. I will be back!"
4596,Enjoyed date night here with the hubby. Try the gluten free pizza. A-M-A-Z-I-N-G! Mmmmmmm
8506,"This is my love note:

Yours beers are so delicious, your food is absolutely scrumptious.  I wish I could spend forever and always with you.  If I could just never work and sit inside of you all day eating and drinking, why, I think I would be the happiest gal on this side of the Mississippi River.  You are great, don't change, and please, stay with me forever and always.

I love you to the moon and the stars Handlebar,

Katlan"
9892,"Loved it. Food was great, service was great. Not easy to find, but worth the search!!!"
9010,"There's a certain amazingness that comes from fresh made ice cream.  It's soft, creamy, and not filled with high fructose corn syrup and preservatives to keep it together for months in a freezer.  Growing up in Arizona, we always made homemade ice cream in the summer and if you've never experienced homemade ice cream, just go to Churn.
I had the banana ice cream with caramel sauce on top.  I can't say anything bad about it at all.  If someone doesn't like their ice cream, it's because they've been subject to all the fakeness added to ice cream in the stores and national ice cream shop chains.  
The shop has lots of toys and candy and knickknacks that will give you a sense of nostalgia.  I'll tell you what sounds like the best day ever:  riding my bike down Central on a beautiful Phoenix day... stopping in to Churn for an ice cream break (and then popping into one of the restaurants nearby for a cocktail)."
8061,"Once you buy a steak from von hansons, you will never buy steak anywhere else again.  This is the best butcher shop I have ever seen.  Also great sausages, chicken, cuts of lamb. I also get my thanksgiving turkey here."
2101,"Great customer service, nice owner. The broth here is actually the best ive tasted in Arizona."
797,"Okay, if you actually like the taste of good whole foods and fresh ingredients this place is an Oasis of goodness. If your looking for a place that says they make natural foods but uses 2nd rate ingredients and comes up with recipes to hide the fact by using spices to cover it up your better off going somewhere else.
My family took me here when we were visiting, and it is wonderful. I had the Pesto Presto sandwich and it was divine! I also tried my family's strawberry fields salad and Arizona rolls. They were all really good. The vegetables were fresh and high quality and the price for the portion and quality was a good price.
I was amazed that they had a couple of options for people on the raw foods diet. The juices are different, but surprisingly refreshing.
This place is a great example that eating well and health can be tasty and satisfying."
9555,"Went back to True Foods ( i have been doing this a lot since my first trip) with my mom for dinner last week. It was amazing as always however this time was different. I tried a new menu item, the Bison burger ( i highly reccomend this) it was so tastey and very light for a burger. OMG! I want to say that this time was different because we had THE BEST SERVICE EVER! Our server Marcus was amazing. He was very informative, helpful, polite and everything you would expect from a server and then some. LOVE THIS CAT. Just thought I would give credit where it is due. Too many times you read about the negatives on service and not so often the positives. I work in a restaurant and know it's important for employers to know who their ""stars"" are. MARCUS is your star. A bright, and shiney star. lol

Loves: Shitaki mushroom lettuce cups, Ahi sliders, Spaghetti Squash, Kale Salad, Raviolli, Green Tea, Coffe (black) and I always have to have the Banana chocolate Tart. Definitely ."
8917,"Paradise Bakery is one of those places that you can count on for always having something good when your driving around wanting more than a burger and not a sit down meal with a waiter. 
I love the Cranberry Turkey sandwich with fresh fruit. The nice thing to consider is that you can get a whole or a half on the sandwich of your choice.
Once you feel good about the healthy choices you've made you encounter the cookie section at the register. All I'm going to say is that the chocolate chip is to die for!! The chocolate chips just melt in your hands!! Doesn't get any better than that!! 
Paradise Bakery does also have a great breakfast should you want a nice place to go after a nice hike or just want to treat yourself and a friend to great place to visit. 
Put Paradise Bakery on your ""always good"" list!!"
5715,"YUMMMMMM!!!! I was brought to this place by a friend and was so glad to find it! Very clean and unique casual setting. Staff were very friendly, food was hot, fresh and amazingly gooy...definately a 4+ napkin kind of meal. So happy to see they serve Chicken philly -steak as well as the usual philly cheese steak and sweet potatoe fries! Find out where this place is because it could be easily over looked and you would be missing out on some deeee-licous food. This place is a must try!"
6889,"Sushi is not just a meal, it's an experience...Everything from the way fish looks to the crisp green of the seaweed is art.  The smell of the sake and the sound of crisp sizzle on the grill create an environment conducive to stretching the palette.  Yasu's does this like no other sushi place...The fish is pristine, the rice like air, and the flavors intense and varied.  My wife and I live a stone's throw from this place you would never see it if you didn't know it was there.  It's like a little secret that is starting to get out...All I can say is that it is hands down the BEST sushi in Phoenix, period.  Get the fried oyster rolls, get the grilled mackerel or trout...just try it!"
4138,"It's a supermarket.  I just go in buy what I need and get out.  It's convenient that there's a wells fargo in there, but there's one across the street as well.  

To the negative experience.....
My sister was speaking to my niece, but not in english.  Some caucasian lady walks by and rudely says, ""Can't you speak english?""  WTF?!?  Is this taking SB 1070 in your own hands?  It's like you're trying to make every race hate you even more.  I will run into this arrogance wherever I go.

I'm not done yet.  Keep on reading....
My niece had a dollar in her hand and was pointing at the lottery scratcher machine.  We know you have to be of a certain age to play it.  One of the employees there rushes over and in a loud voice tells me niece she can't play it.  Calm down.  Kids are just innocent and don't need this extra verbal abuse in their lives.  Don't you have something better to do like restock the shelves?  Swear... Racial profiling."
7330,"I honestly just got home from visiting Super Farm!  I headed out their way because I wanted to try their milk - we are trying to spend our $$ on local businesses.  It was great to actually speak to the people who raise the cows and see the cows with my own eyes! 

We ended up staying for about two hours!  Everyone was so friendly.  We bought our gallon of milk ($3.49) and some butter ($4.99) and then stayed for lunch.  Chef Matt - I hope I didn't forget his name!- introduced himself while we were buying milk and we decided to stay for lunch . The kids split a kid's cheeseburger and I had the chicken salad - sandwich.  It was fantastic!! 

After lunch we visited the baby cows, the goats, and then stopped and had a big glass of flavored milk ($1 each - grape for my 2 yr old daughter and chocolate for my 4 yr old son).  

Everyone is so nice here - my children LOVED it and did not want to leave.  Worth the 40-ish minute drive out there.  (We live in South Phoenix)"
7374,I come here at least 3 or 4 times a month. Best Asian food in Phoenix however it is now closed
8082,The folks here are the best!
6367,Best gyro in town! We go for the lunch special during the work week quite often. I havent been for dinner but if its half as good as their lunch gyro then you wont be disappointed. Service is great and they always take good care of us.
5703,"note: the 5 stars i'm giving this place is for their happy hour menu, not the regular menu. if you order off the regular menu no amount of advice can help you.



M&S has to have one of the best happy hours in the world, aside from Spearmint Rhino. $3 drafts and a rotating $2 bar food menu, such as 1/2 lb. burger with fries, hot wings, fish tacos, beef taquitos, etc. don't order the fish chilli though, it tastes like A1 sauce. they got a lot of winners on tap, like kiltlifter, guinness, bass, fat tire, pyramid hefe, etc.



happy hour is from 3p-6p and then again from 9p-11p, which is pure genius. make sure you get your parking ticket balidated, because the Eritrean girl in the parking garage will make you go back in the restaurant and get that joint stamped if you forget. BUZZKILL."
810,"Tiffany @ the chanel counter. 
Tana in the lingerie department. 

these are my go-to girls for everything. i bring all of my purchases to them bc they are THAT much better than everyone else. except shoes because the shoe people know how to work that confusing back shoe room. 

but everything else: make up, accessories, clothes....all to one of these girls. i recommend you only work with them as well :)"
